,國際證券辨識號碼,上市日,市場別,產業別,CFICode,備註,股票代號,股票名稱,類型
1431,KYG4782L1023,2012/03/23,上櫃,電機機械,ESVUFR,,1591,駿吉-KY,股票
1432,TW0001593002,2012/06/13,上櫃,運動休閒,ESVUFR,,1593,祺驊,股票
1433,TW0001595007,2011/10/04,上櫃,電子零組件業,ESVUFR,,1595,川寶,股票
1434,TW0001599009,2012/12/25,上櫃,電機機械,ESVUFR,,1599,宏佳騰,股票
1435,TW0001742005,2004/05/14,上櫃,化學工業,ESVUFR,,1742,台蠟,股票
1436,TW0001777001,2005/10/19,上櫃,生技醫療業,ESVUFR,,1777,生泰,股票
1437,TW0001781003,2004/12/24,上櫃,生技醫療業,ESVUFR,,1781,合世,股票
1438,TW0001784007,2007/07/26,上櫃,生技醫療業,ESVUFR,,1784,訊聯,股票
1439,TW0001785004,2005/01/31,上櫃,其他電子業,ESVUFR,,1785,光洋科,股票
1440,TW0001788008,2009/07/20,上櫃,生技醫療業,ESVUFR,,1788,杏昌,股票
1441,TW0001796001,2018/01/22,上櫃,食品工業,ESVUFR,,1796,金穎生技,股票
1442,TW0001799005,2008/11/10,上櫃,生技醫療業,ESVUFR,,1799,易威,股票
1443,TW0001813004,2009/08/04,上櫃,生技醫療業,ESVUFR,,1813,寶利徠,股票
1444,TW0001815009,2006/01/23,上櫃,電子零組件業,ESVUFR,,1815,富喬,股票
1445,TW0002035003,2006/07/07,上櫃,鋼鐵工業,ESVUFR,,2035,唐榮,股票
1446,TW0002061009,2010/12/09,上櫃,電器電纜,ESVUFR,,2061,風青,股票
1447,TW0002063005,2010/09/07,上櫃,鋼鐵工業,ESVUFR,,2063,世鎧,股票
1448,TW0002064003,2014/12/26,上櫃,鋼鐵工業,ESVUFR,,2064,晉椿,股票
1449,TW0002065000,2017/04/21,上櫃,鋼鐵工業,ESVUFR,,2065,世豐,股票
1450,TW0002066008,2013/09/24,上櫃,電機機械,ESVUFR,,2066,世德,股票
1451,TW0002067006,2014/05/26,上櫃,電機機械,ESVUFR,,2067,嘉鋼,股票
1452,TW0002070000,2018/12/17,上櫃,電機機械,ESVUFR,,2070,精湛,股票
1453,TW0002073004,2023/06/21,上櫃,鋼鐵工業,ESVUFR,,2073,雄順,股票
1454,TW0002221009,2007/08/01,上櫃,其他業,ESVUFR,,2221,大甲,股票
1455,TW0002230000,2013/04/18,上櫃,電機機械,ESVUFR,,2230,泰茂,股票
1456,TW0002235009,2014/12/15,上櫃,電機機械,ESVUFR,,2235,謚源,股票
1457,TW0002596004,2009/06/01,上櫃,建材營造業,ESVUFR,,2596,綠意,股票
1458,TW0002640000,2012/11/07,上櫃,數位雲端,ESVUFR,,2640,大車隊,股票
1459,TW0002641008,2014/10/09,上櫃,航運業,ESVUFR,,2641,正德,股票
1460,TW0002643004,2016/03/04,上櫃,航運業,ESVUFR,,2643,捷迅,股票
1461,TW0002718004,2011/03/29,上櫃,建材營造業,ESVUFR,,2718,全心投控,股票
1462,TW0002719002,2012/02/24,上櫃,觀光餐旅,ESVUFR,,2719,燦星旅,股票
1463,KYG3704Y1017,2012/05/29,上櫃,其他業,ESVUFR,,2724,藝舍-KY,股票
1464,KYG988361021,2014/12/24,上櫃,觀光餐旅,ESVUFR,,2726,雅茗-KY,股票
1465,TW0002729001,2012/09/17,上櫃,觀光餐旅,ESVUFR,,2729,瓦城,股票
1466,TW0002732005,2015/01/20,上櫃,觀光餐旅,ESVUFR,,2732,六角,股票
1467,TW0002734001,2013/12/26,上櫃,觀光餐旅,ESVUFR,,2734,易飛網,股票
1468,TW0002736006,2016/01/06,上櫃,觀光餐旅,ESVUFR,,2736,富野,股票
1469,TW0002740008,2015/12/24,上櫃,觀光餐旅,ESVUFR,,2740,天蔥,股票
1470,TW0002743002,2020/03/09,上櫃,觀光餐旅,ESVUFR,,2743,山富,股票
1471,TW0002745007,2018/04/16,上櫃,觀光餐旅,ESVUFR,,2745,五福,股票
1472,TW0002751005,2024/09/10,上櫃,觀光餐旅,ESVUFR,,2751,王座,股票
1473,TW0002752003,2019/09/25,上櫃,觀光餐旅,ESVUFR,,2752,豆府,股票
1474,TW0002754009,2020/09/17,上櫃,觀光餐旅,ESVUFR,,2754,亞洲藏壽司,股票
1475,TW0002755006,2020/12/16,上櫃,觀光餐旅,ESVUFR,,2755,揚秦,股票
1476,TW0002756004,2022/01/14,上櫃,觀光餐旅,ESVUFR,,2756,聯發國際,股票
1477,TW0002916004,2005/03/10,上櫃,居家生活,ESVUFR,,2916,滿心,股票
1478,KYG198691092,2011/12/02,上櫃,居家生活,ESVUFR,,2924,宏太-KY,股票
1479,TW0002926003,2013/01/30,上櫃,文化創意業,ESVUFR,,2926,誠品生活,股票
1480,TW0002937000,2017/06/08,上櫃,居家生活,ESVUFR,,2937,集雅社,股票
1481,TW0002941002,2024/03/20,上櫃,居家生活,ESVUFR,,2941,米斯特,股票
1482,TW0002947009,2021/10/06,上櫃,居家生活,ESVUFR,,2947,振宇五金,股票
1483,TW0002948007,2023/12/12,上櫃,居家生活,ESVUFR,,2948,寶陞,股票
1484,TW0002949005,2023/12/15,上櫃,數位雲端,ESVUFR,,2949,欣新網,股票
1485,TW0003064002,2004/06/09,上櫃,文化創意業,ESVUFR,,3064,泰偉,股票
1486,TW0003066007,2004/12/02,上櫃,光電業,ESVUFR,,3066,李洲,股票
1487,TW0003067005,2003/10/21,上櫃,其他電子業,ESVUFR,,3067,全域,股票
1488,TW0003071007,2004/12/30,上櫃,電腦及週邊設備業,ESVUFR,,3071,協禧,股票
1489,TW0003073003,2007/10/08,上櫃,綠能環保,ESVUFR,,3073,天方能源,股票
1490,TW0003078002,2005/01/31,上櫃,電子零組件業,ESVUFR,,3078,僑威,股票
1491,TW0003081006,2015/07/22,上櫃,通信網路業,ESVUFR,,3081,聯亞,股票
1492,TW0003083002,2003/12/02,上櫃,文化創意業,ESVUFR,,3083,網龍,股票
1493,TW0003085007,2004/03/01,上櫃,數位雲端,ESVUFR,,3085,新零售,股票
1494,TW0003086005,2004/03/29,上櫃,文化創意業,ESVUFR,,3086,華義,股票
1495,TW0003088001,2005/04/28,上櫃,電腦及週邊設備業,ESVUFR,,3088,艾訊,股票
1496,TW0003093001,2005/06/17,上櫃,其他電子業,ESVUFR,,3093,港建*,股票
1497,TW0003095006,2005/05/26,上櫃,通信網路業,ESVUFR,,3095,及成,股票
1498,TW0003105003,2011/12/13,上櫃,半導體業,ESVUFR,,3105,穩懋,股票
1499,TW0003114005,2004/03/25,上櫃,電子零組件業,ESVUFR,,3114,好德,股票
1500,TW0003115002,2005/04/08,上櫃,電子零組件業,ESVUFR,,3115,富榮綱,股票
1501,TW0003118006,2008/05/21,上櫃,生技醫療業,ESVUFR,,3118,進階,股票
1502,TW0003122008,2015/01/26,上櫃,半導體業,ESVUFR,,3122,笙泉,股票
1503,TW0003128005,2006/09/04,上櫃,光電業,ESVUFR,,3128,昇銳,股票
1504,TW0003131009,2011/01/17,上櫃,其他電子業,ESVUFR,,3131,弘塑,股票
1505,TW0003141008,2014/03/14,上櫃,半導體業,ESVUFR,,3141,晶宏,股票
1506,TW0003147005,2018/05/29,上櫃,資訊服務業,ESVUFR,,3147,大綜,股票
1507,TW0003152005,2008/03/24,上櫃,通信網路業,ESVUFR,,3152,璟德,股票
1508,TW0003162004,2005/10/03,上櫃,電機機械,ESVUFR,,3162,精確,股票
1509,TW0003163002,2012/12/03,上櫃,通信網路業,ESVUFR,,3163,波若威,股票
1510,TW0003169009,2009/11/24,上櫃,半導體業,ESVUFR,,3169,亞信,股票
1511,TW0003171005,2004/09/17,上櫃,居家生活,ESVUFR,,3171,炎洲流通,股票
1512,TW0003176004,2011/11/23,上櫃,生技醫療業,ESVUFR,,3176,基亞,股票
1513,TW0003178000,2018/11/19,上櫃,半導體業,ESVUFR,,3178,公準,股票
1514,TW0003188009,2004/03/17,上櫃,建材營造業,ESVUFR,,3188,鑫龍騰,股票
1515,TW0003191003,2005/04/12,上櫃,電子零組件業,ESVUFR,,3191,雲嘉南,股票
1516,TW0003205001,2005/09/12,上櫃,生技醫療業,ESVUFR,,3205,佰研,股票
1517,TW0003206009,2007/02/08,上櫃,電子零組件業,ESVUFR,,3206,志豐,股票
1518,TW0003207007,2004/11/04,上櫃,電子零組件業,ESVUFR,,3207,耀勝,股票
1519,TW0003211009,2004/11/08,上櫃,電腦及週邊設備業,ESVUFR,,3211,順達,股票
1520,TW0003213005,2004/10/01,上櫃,電腦及週邊設備業,ESVUFR,,3213,茂訊,股票
1521,TW0003217006,2004/04/30,上櫃,電子零組件業,ESVUFR,,3217,優群,股票
1522,TW0003218004,2004/11/29,上櫃,生技醫療業,ESVUFR,,3218,大學光,股票
1523,TW0003219002,2004/03/19,上櫃,其他電子業,ESVUFR,,3219,倚強科,股票
1524,TW0003221008,2006/02/22,上櫃,通信網路業,ESVUFR,,3221,台嘉碩,股票
1525,TW0003224002,2004/06/03,上櫃,電子通路業,ESVUFR,,3224,三顧,股票
1526,TW0003226007,2004/06/16,上櫃,電機機械,ESVUFR,,3226,龍鋒,股票
1527,TW0003227005,2006/05/04,上櫃,半導體業,ESVUFR,,3227,原相,股票
1528,TW0003228003,2005/03/02,上櫃,半導體業,ESVUFR,,3228,金麗科,股票
1529,TW0003230009,2006/09/25,上櫃,光電業,ESVUFR,,3230,錦明,股票
1530,TW0003232005,2004/11/01,上櫃,電子通路業,ESVUFR,,3232,昱捷,股票
1531,TW0003234001,2011/03/24,上櫃,通信網路業,ESVUFR,,3234,光環,股票
1532,TW0003236006,2004/12/02,上櫃,電子零組件業,ESVUFR,,3236,千如,股票
1533,TW0003252003,2004/09/23,上櫃,觀光餐旅,ESVUFR,,3252,海灣,股票
1534,TW0003259008,2007/12/24,上櫃,半導體業,ESVUFR,,3259,鑫創,股票
1535,TW0003260006,2004/10/08,上櫃,半導體業,ESVUFR,,3260,威剛,股票
1536,TW0003264008,2005/01/05,上櫃,半導體業,ESVUFR,,3264,欣銓,股票
1537,TW0003265005,2005/08/02,上櫃,半導體業,ESVUFR,,3265,台星科,股票
1538,TW0003268009,2005/01/27,上櫃,半導體業,ESVUFR,,3268,海德威,股票
1539,TW0003272001,2014/08/26,上櫃,電腦及週邊設備業,ESVUFR,,3272,東碩,股票
1540,TW0003276002,2005/01/12,上櫃,電子零組件業,ESVUFR,,3276,宇環,股票
1541,TW0003284006,2005/03/22,上櫃,其他業,ESVUFR,,3284,太普高,股票
1542,TW0003285003,2012/07/23,上櫃,其他電子業,ESVUFR,,3285,微端,股票
1543,TW0003287009,2008/01/28,上櫃,電腦及週邊設備業,ESVUFR,,3287,廣寰科,股票
1544,TW0003288007,2005/04/15,上櫃,電子零組件業,ESVUFR,,3288,點晶,股票
1545,TW0003289005,2004/12/28,上櫃,其他電子業,ESVUFR,,3289,宜特,股票
1546,TW0003290003,2005/05/19,上櫃,電子零組件業,ESVUFR,,3290,東浦,股票
1547,TW0003293007,2006/07/12,上櫃,文化創意業,ESVUFR,,3293,鈊象,股票
1548,TW0003294005,2007/04/27,上櫃,電子零組件業,ESVUFR,,3294,英濟,股票
1549,TW0003297008,2005/06/07,上櫃,光電業,ESVUFR,,3297,杭特,股票
1550,TW0003303004,2007/05/28,上櫃,其他電子業,ESVUFR,,3303,岱稜,股票
1551,TW0003306007,2005/07/05,上櫃,通信網路業,ESVUFR,,3306,鼎天,股票
1552,TW0003310009,2008/06/27,上櫃,電子零組件業,ESVUFR,,3310,佳穎,股票
1553,TW0003313003,2006/05/29,上櫃,其他業,ESVUFR,,3313,斐成,股票
1554,TW0003317004,2007/08/09,上櫃,半導體業,ESVUFR,,3317,尼克森,股票
1555,TW0003322004,2009/05/20,上櫃,電子零組件業,ESVUFR,,3322,建舜電,股票
1556,TW0003323002,2007/06/25,上櫃,電腦及週邊設備業,ESVUFR,,3323,加百裕,股票
1557,TW0003324000,2005/05/13,上櫃,其他電子業,ESVUFR,,3324,雙鴻,股票
1558,TW0003325007,2005/08/15,上櫃,電腦及週邊設備業,ESVUFR,,3325,旭品,股票
1559,TW0003332003,2008/01/24,上櫃,電子零組件業,ESVUFR,,3332,幸康,股票
1560,TW0003339008,2006/06/27,上櫃,光電業,ESVUFR,,3339,泰谷,股票
1561,TW0003349007,2022/03/23,上櫃,電腦及週邊設備業,ESVUFR,,3349,寶德,股票
1562,TW0003354007,2005/12/08,上櫃,電子零組件業,ESVUFR,,3354,律勝,股票
1563,TW0003357000,2021/04/27,上櫃,電子零組件業,ESVUFR,,3357,臺慶科,股票
1564,TW0003360004,2006/06/06,上櫃,電子通路業,ESVUFR,,3360,尚立,股票
1565,TW0003362000,2005/09/06,上櫃,光電業,ESVUFR,,3362,先進光,股票
1566,TW0003363008,2011/02/25,上櫃,通信網路業,ESVUFR,,3363,上詮,股票
1567,TW0003372009,2005/12/16,上櫃,半導體業,ESVUFR,,3372,典範,股票
1568,TW0003373007,2007/12/13,上櫃,其他電子業,ESVUFR,,3373,熱映,股票
1569,TW0003374005,2015/03/30,上櫃,半導體業,ESVUFR,,3374,精材,股票
1570,TW0003379004,2011/10/20,上櫃,電機機械,ESVUFR,,3379,彬台,股票
1571,TW0003388005,2006/02/22,上櫃,電子零組件業,ESVUFR,,3388,崇越電,股票
1572,TW0003390001,2006/02/22,上櫃,電子零組件業,ESVUFR,,3390,旭軟,股票
1573,TW0003402004,2007/01/09,上櫃,其他電子業,ESVUFR,,3402,漢科,股票
1574,TW0003426003,2016/12/21,上櫃,電機機械,ESVUFR,,3426,台興,股票
1575,TW0003430005,2022/09/08,上櫃,化學工業,ESVUFR,,3430,奇鈦科,股票
1576,TW0003434007,2008/01/28,上櫃,光電業,ESVUFR,,3434,哲固,股票
1577,TW0003438008,2006/07/19,上櫃,半導體業,ESVUFR,,3438,類比科,股票
1578,TW0003441002,2010/10/04,上櫃,光電業,ESVUFR,,3441,聯一光,股票
1579,TW0003444006,2008/09/26,上櫃,電子通路業,ESVUFR,,3444,利機,股票
1580,TW0003455002,2007/12/27,上櫃,光電業,ESVUFR,,3455,由田,股票
1581,TW0003465001,2008/01/28,上櫃,其他電子業,ESVUFR,,3465,進泰電子,股票
1582,TW0003466009,2006/05/17,上櫃,通信網路業,ESVUFR,,3466,德晉,股票
1583,TW0003467007,2025/03/25,上櫃,半導體業,ESVUFR,,3467,台灣精材,股票
1584,TW0003479002,2010/06/08,上櫃,電腦及週邊設備業,ESVUFR,,3479,安勤,股票
1585,TW0003483004,2006/12/18,上櫃,電腦及週邊設備業,ESVUFR,,3483,力致,股票
1586,TW0003484002,2007/11/09,上櫃,電子零組件業,ESVUFR,,3484,崧騰,股票
1587,TW0003489001,2007/09/29,上櫃,建材營造業,ESVUFR,,3489,森寶,股票
1588,TW0003490009,2007/10/15,上櫃,光電業,ESVUFR,,3490,單井,股票
1589,TW0003491007,2008/01/03,上櫃,通信網路業,ESVUFR,,3491,昇達科,股票
1590,TW0003492005,2015/05/18,上櫃,電子零組件業,ESVUFR,,3492,長盛,股票
1591,TW0003498002,2007/09/11,上櫃,其他電子業,ESVUFR,,3498,陽程,股票
1592,TW0003499000,2006/10/19,上櫃,通信網路業,ESVUFR,,3499,環天科,股票
1593,TW0003508008,2007/10/17,上櫃,其他電子業,ESVUFR,,3508,位速,股票
1594,TW0003511002,2009/02/16,上櫃,電子零組件業,ESVUFR,,3511,矽瑪,股票
1595,TW0003512000,2007/07/25,上櫃,建材營造業,ESVUFR,,3512,皇龍,股票
1596,TW0003516001,2007/11/29,上櫃,光電業,ESVUFR,,3516,亞帝歐,股票
1597,TW0003520003,2007/10/12,上櫃,電子零組件業,ESVUFR,,3520,華盈,股票
1598,TW0003521001,2025/06/02,上櫃,建材營造業,ESVUFR,,3521,鴻翊,股票
1599,TW0003522009,2007/10/15,上櫃,觀光餐旅,ESVUFR,,3522,御嵿,股票
1600,TW0003523007,2007/11/16,上櫃,光電業,ESVUFR,,3523,迎輝,股票
1601,TW0003526000,2007/11/02,上櫃,電子零組件業,ESVUFR,,3526,凡甲,股票
1602,TW0003527008,2007/10/29,上櫃,半導體業,ESVUFR,,3527,聚積,股票
1603,TW0003529004,2011/01/24,上櫃,半導體業,ESVUFR,,3529,力旺,股票
1604,TW0003531000,2008/04/08,上櫃,光電業,ESVUFR,,3531,先益,股票
1605,TW0003537007,2010/01/25,上櫃,電子零組件業,ESVUFR,,3537,堡達,股票
1606,TW0003540001,2007/12/12,上櫃,電腦及週邊設備業,ESVUFR,,3540,曜越,股票
1607,TW0003541009,2009/12/22,上櫃,其他電子業,ESVUFR,,3541,西柏,股票
1608,TW0003546008,2008/04/18,上櫃,文化創意業,ESVUFR,,3546,宇峻,股票
1609,TW0003548004,2008/03/27,上櫃,電子零組件業,ESVUFR,,3548,兆利,股票
1610,TW0003551008,2008/04/15,上櫃,綠能環保,ESVUFR,,3551,世禾,股票
1611,TW0003552006,2009/01/07,上櫃,其他電子業,ESVUFR,,3552,同致,股票
1612,TW0003555009,2011/11/08,上櫃,半導體業,ESVUFR,,3555,博士旺,股票
1613,TW0003556007,2008/04/15,上櫃,半導體業,ESVUFR,,3556,禾瑞亞,股票
1614,TW0003558003,2013/12/30,上櫃,通信網路業,ESVUFR,,3558,神準,股票
1615,TW0003564001,2013/12/03,上櫃,通信網路業,ESVUFR,,3564,其陽,股票
1616,TW0003567004,2010/11/22,上櫃,半導體業,ESVUFR,,3567,逸昌,股票
1617,TW0003570008,2008/10/23,上櫃,資訊服務業,ESVUFR,,3570,大塚,股票
1618,TW0003577003,2009/01/06,上櫃,電腦及週邊設備業,ESVUFR,,3577,泓格,股票
1619,TW0003580007,2010/07/09,上櫃,其他電子業,ESVUFR,,3580,友威科,股票
1620,TW0003581005,2015/01/20,上櫃,半導體業,ESVUFR,,3581,博磊,股票
1621,TW0003587002,2009/08/18,上櫃,其他電子業,ESVUFR,,3587,閎康,股票
1622,TW0003594008,2013/05/07,上櫃,電腦及週邊設備業,ESVUFR,,3594,磐儀,股票
1623,TW0003597001,2020/03/09,上櫃,電子零組件業,ESVUFR,,3597,映興,股票
1624,TW0003609004,2011/01/11,上櫃,電子零組件業,ESVUFR,,3609,三一東林,股票
1625,TW0003611000,2008/11/26,上櫃,電腦及週邊設備業,ESVUFR,,3611,鼎翰,股票
1626,TW0003615001,2009/04/15,上櫃,光電業,ESVUFR,,3615,安可,股票
1627,TW0003623005,2010/04/28,上櫃,光電業,ESVUFR,,3623,富晶通,股票
1628,TW0003624003,2011/03/16,上櫃,電子零組件業,ESVUFR,,3624,光頡,股票
1629,TW0003625000,2009/10/28,上櫃,電腦及週邊設備業,ESVUFR,,3625,西勝,股票
1630,TW0003628004,2010/09/09,上櫃,其他電子業,ESVUFR,,3628,盈正,股票
1631,TW0003629002,2020/06/01,上櫃,文化創意業,ESVUFR,,3629,地心引力,股票
1632,TW0003630000,2010/04/26,上櫃,光電業,ESVUFR,,3630,新鉅科,股票
1633,TW0003631008,2010/12/20,上櫃,電子零組件業,ESVUFR,,3631,晟楠,股票
1634,TW0003632006,2011/01/11,上櫃,通信網路業,ESVUFR,,3632,研勤,股票
1635,TW0003646006,2012/03/27,上櫃,電子零組件業,ESVUFR,,3646,艾恩特,股票
1636,TW0003663001,2012/11/20,上櫃,其他電子業,ESVUFR,,3663,鑫科,股票
1637,KYG0550W1069,2010/06/24,上櫃,通信網路業,ESVUFR,,3664,安瑞-KY,股票
1638,TW0003666004,2014/12/04,上櫃,光電業,ESVUFR,,3666,光耀,股票
1639,TW0003672002,2015/04/20,上櫃,通信網路業,ESVUFR,,3672,康聯訊,股票
1640,TW0003675005,2012/06/29,上櫃,半導體業,ESVUFR,,3675,德微,股票
1641,TW0003680005,2011/08/31,上櫃,半導體業,ESVUFR,,3680,家登,股票
1642,TW0003684007,2014/03/28,上櫃,通信網路業,ESVUFR,,3684,榮昌,股票
1643,TW0003685004,2010/12/08,上櫃,電機機械,ESVUFR,,3685,元創精密,股票
1644,TW0003687000,2020/06/01,上櫃,數位雲端,ESVUFR,,3687,歐買尬,股票
1645,TW0003689006,2012/10/18,上櫃,電子零組件業,ESVUFR,,3689,湧德,股票
1646,TW0003691002,2010/11/18,上櫃,光電業,ESVUFR,,3691,碩禾,股票
1647,TW0003693008,2013/11/27,上櫃,電腦及週邊設備業,ESVUFR,,3693,營邦,股票
1648,TW0003707006,2014/10/01,上櫃,半導體業,ESVUFR,,3707,漢磊,股票
1649,TW0003709002,1999/04/16,上櫃,電腦及週邊設備業,ESVUFR,,3709,鑫聯大投控,股票
1650,TW0003710000,2017/12/29,上櫃,電子零組件業,ESVUFR,,3710,連展投控,股票
1651,TW0003713004,2020/02/27,上櫃,綠能環保,ESVUFR,,3713,新晶投控,股票
1652,TW0004102009,2001/03/20,上櫃,生技醫療業,ESVUFR,,4102,永日,股票
1653,TW0004105002,2001/09/27,上櫃,生技醫療業,ESVUFR,,4105,東洋,股票
1654,TW0004107008,2002/03/04,上櫃,生技醫療業,ESVUFR,,4107,邦特,股票
1655,TW0004109004,2002/08/08,上櫃,生技醫療業,ESVUFR,,4109,加捷生醫,股票
1656,TW0004111000,1999/03/06,上櫃,生技醫療業,ESVUFR,,4111,濟生,股票
1657,TW0004113006,2003/07/22,上櫃,建材營造業,ESVUFR,,4113,聯上,股票
1658,TW0004114004,2003/05/12,上櫃,生技醫療業,ESVUFR,,4114,健喬,股票
1659,TW0004116009,2015/12/16,上櫃,生技醫療業,ESVUFR,,4116,明基醫,股票
1660,TW0004120001,2003/11/05,上櫃,生技醫療業,ESVUFR,,4120,友華,股票
1661,TW0004121009,2003/07/25,上櫃,生技醫療業,ESVUFR,,4121,優盛,股票
1662,TW0004123005,2003/10/07,上櫃,生技醫療業,ESVUFR,,4123,晟德,股票
1663,TW0004126008,2004/02/09,上櫃,生技醫療業,ESVUFR,,4126,太醫,股票
1664,TW0004127006,2005/07/29,上櫃,生技醫療業,ESVUFR,,4127,天良,股票
1665,TW0004128004,2006/06/09,上櫃,生技醫療業,ESVUFR,,4128,中天,股票
1666,TW0004129002,2004/09/29,上櫃,生技醫療業,ESVUFR,,4129,聯合,股票
1667,TW0004130000,2012/01/12,上櫃,生技醫療業,ESVUFR,,4130,健亞,股票
1668,TW0004131008,2004/04/09,上櫃,生技醫療業,ESVUFR,,4131,浩泰,股票
1669,TW0004138003,2010/12/29,上櫃,生技醫療業,ESVUFR,,4138,曜亞,股票
1670,KYG5831M1087,2011/04/29,上櫃,生技醫療業,ESVUFR,,4139,馬光-KY,股票
1671,TW0004147004,2015/11/23,上櫃,生技醫療業,ESVUFR,,4147,中裕,股票
1672,TW0004153002,2013/05/23,上櫃,生技醫療業,ESVUFR,,4153,鈺緯,股票
1673,KYG527551082,2011/12/28,上櫃,其他業,ESVUFR,,4154,樂威科-KY,股票
1674,KYG866171005,2013/08/30,上櫃,生技醫療業,ESVUFR,,4157,太景*-KY,股票
1675,TW0004160007,2012/09/17,上櫃,生技醫療業,ESVUFR,,4160,訊聯基因,股票
1676,TW0004161005,2013/06/26,上櫃,生技醫療業,ESVUFR,,4161,聿新科,股票
1677,TW0004162003,2012/09/18,上櫃,生技醫療業,ESVUFR,,4162,智擎,股票
1678,TW0004163001,2012/11/15,上櫃,生技醫療業,ESVUFR,,4163,鐿鈦,股票
1679,TW0004167002,2015/09/08,上櫃,生技醫療業,ESVUFR,,4167,松瑞藥,股票
1680,TW0004168000,2012/12/18,上櫃,生技醫療業,ESVUFR,,4168,醣聯,股票
1681,TW0004171004,2018/03/28,上櫃,農業科技業,ESVUFR,,4171,瑞基,股票
1682,TW0004173000,2013/10/31,上櫃,生技醫療業,ESVUFR,,4173,久裕,股票
1683,TW0004174008,2015/03/23,上櫃,生技醫療業,ESVUFR,,4174,浩鼎,股票
1684,TW0004175005,2014/04/23,上櫃,生技醫療業,ESVUFR,,4175,杏一,股票
1685,TW0004183009,2017/03/09,上櫃,生技醫療業,ESVUFR,,4183,福永生技,股票
1686,TW0004188008,2015/03/24,上櫃,生技醫療業,ESVUFR,,4188,安克,股票
1687,TW0004192000,2014/10/28,上櫃,生技醫療業,ESVUFR,,4192,杏國,股票
1688,TW0004198007,2014/12/23,上櫃,生技醫療業,ESVUFR,,4198,欣大健康,股票
1689,TW0004205000,1999/01/31,上櫃,食品工業,ESVUFR,,4205,中華食,股票
1690,TW0004207006,2000/01/21,上櫃,食品工業,ESVUFR,,4207,環泰,股票
1691,TW0004303003,1999/03/10,上櫃,塑膠工業,ESVUFR,,4303,信立,股票
1692,TW0004304001,2000/01/27,上櫃,塑膠工業,ESVUFR,,4304,勝昱,股票
1693,TW0004305008,2000/09/28,上櫃,塑膠工業,ESVUFR,,4305,世坤,股票
1694,TW0004401005,1996/05/09,上櫃,紡織纖維,ESVUFR,,4401,東隆興,股票
1695,TW0004402003,1997/07/23,上櫃,紡織纖維,ESVUFR,,4402,郡都開發,股票
1696,TW0004406004,1999/01/14,上櫃,紡織纖維,ESVUFR,,4406,新昕纖,股票
1697,TW0004413000,1999/07/29,上櫃,紡織纖維,ESVUFR,,4413,飛寶企業,股票
