,國際證券辨識號碼,上市日,市場別,產業別,CFICode,備註,股票代號,股票名稱,類型
588,TW0003416004,2015/01/23,上市,電腦及週邊設備業,ESVUFR,,3416,融程電,股票
589,TW0003419008,2008/01/21,上市,通信網路業,ESVUFR,,3419,譁裕,股票
590,TW0003432001,2010/12/30,上市,電子零組件業,ESVUFR,,3432,台端,股票
591,TW0003437000,2014/07/09,上市,光電業,ESVUFR,,3437,榮創,股票
592,TW0003443008,2006/11/03,上市,半導體業,ESVUFR,,3443,創意,股票
593,TW0003447009,2022/12/15,上市,通信網路業,ESVUFR,,3447,展達,股票
594,TW0003450003,2006/04/12,上市,半導體業,ESVUFR,,3450,聯鈞,股票
595,TW0003454005,2011/07/22,上市,光電業,ESVUFR,,3454,晶睿,股票
596,TW0003481008,2006/10/24,上市,光電業,ESVUFR,,3481,群創,股票
597,TW0003494001,2007/12/13,上市,電腦及週邊設備業,ESVUFR,,3494,誠研,股票
598,TW0003501003,2007/09/20,上市,電子零組件業,ESVUFR,,3501,維熹,股票
599,TW0003504007,2007/01/26,上市,光電業,ESVUFR,,3504,揚明光,股票
600,TW0003515003,2007/11/08,上市,電腦及週邊設備業,ESVUFR,,3515,華擎,股票
601,TW0003518007,2007/11/28,上市,其他電子業,ESVUFR,,3518,柏騰,股票
602,TW0003528006,2016/05/18,上市,電子通路業,ESVUFR,,3528,安馳,股票
603,TW0003530002,2018/07/16,上市,半導體業,ESVUFR,,3530,晶相光,股票
604,TW0003532008,2007/12/10,上市,半導體業,ESVUFR,,3532,台勝科,股票
605,TW0003533006,2007/12/10,上市,電子零組件業,ESVUFR,,3533,嘉澤,股票
606,TW0003535001,2008/01/31,上市,光電業,ESVUFR,,3535,晶彩科,股票
607,TW0003543005,2020/04/15,上市,光電業,ESVUFR,,3543,州巧,股票
608,TW0003545000,2007/07/03,上市,半導體業,ESVUFR,,3545,敦泰,股票
609,TW0003550000,2010/11/10,上市,電子零組件業,ESVUFR,,3550,聯穎,股票
610,TW0003557005,2008/02/27,上市,居家生活,ESVUFR,,3557,嘉威,股票
611,TW0003563003,2019/04/02,上市,光電業,ESVUFR,,3563,牧德,股票
612,TW0003576005,2009/01/12,上市,光電業,ESVUFR,,3576,聯合再生,股票
613,TW0003583001,2013/03/12,上市,半導體業,ESVUFR,,3583,辛耘,股票
614,TW0003588000,2009/08/14,上市,半導體業,ESVUFR,,3588,通嘉,股票
615,TW0003591004,2010/11/12,上市,光電業,ESVUFR,,3591,艾笛森,股票
616,TW0003592002,2022/01/07,上市,半導體業,ESVUFR,,3592,瑞鼎,股票
617,TW0003593000,2009/03/16,上市,電子零組件業,ESVUFR,,3593,力銘,股票
618,TW0003596003,2009/03/11,上市,通信網路業,ESVUFR,,3596,智易,股票
619,TW0003605002,2009/03/26,上市,電子零組件業,ESVUFR,,3605,宏致,股票
620,TW0003607008,2009/10/28,上市,電子零組件業,ESVUFR,,3607,谷崧,股票
621,TW0003617007,2009/12/23,上市,其他電子業,ESVUFR,,3617,碩天,股票
622,TW0003622007,2009/03/25,上市,光電業,ESVUFR,,3622,洋華,股票
623,TW0003645008,2011/10/05,上市,電子零組件業,ESVUFR,,3645,達邁,股票
624,TW0003652004,2022/09/21,上市,電腦及週邊設備業,ESVUFR,,3652,精聯,股票
625,TW0003653002,2009/11/18,上市,電子零組件業,ESVUFR,,3653,健策,股票
626,KYG022421088,2014/10/28,上市,半導體業,ESVUFR,,3661,世芯-KY,股票
627,KYG114741062,2011/04/21,上市,其他電子業,ESVUFR,,3665,貿聯-KY,股票
628,TW0003669008,2011/08/25,上市,通信網路業,ESVUFR,,3669,圓展,股票
629,KYG898431096,2010/10/29,上市,光電業,ESVTFR,,3673,TPK-KY,股票
630,TW0003679007,2011/10/05,上市,電子零組件業,ESVUFR,,3679,新至陞,股票
631,TW0003686002,2010/07/20,上市,半導體業,ESVUFR,,3686,達能,股票
632,TW0003694006,2011/05/03,上市,通信網路業,ESVUFR,,3694,海華,股票
633,TW0003701009,2004/08/30,上市,電腦及週邊設備業,ESVUFR,,3701,大眾控,股票
634,TW0003702007,2005/11/09,上市,電子通路業,ESVUFR,,3702,大聯大,股票
635,TW0003703005,2010/04/08,上市,建材營造業,ESVUFR,,3703,欣陸,股票
636,TW0003704003,2010/08/16,上市,通信網路業,ESVUFR,,3704,合勤控,股票
637,TW0003705000,2011/01/03,上市,生技醫療業,ESVUFR,,3705,永信,股票
638,TW0003706008,2013/09/12,上市,電腦及週邊設備業,ESVUFR,,3706,神達,股票
639,TW0003708004,2016/08/31,上市,綠能環保,ESVUFR,,3708,上緯投控,股票
640,TW0003711008,2018/04/30,上市,半導體業,ESVUFR,,3711,日月光投控,股票
641,TW0003712006,2018/10/01,上市,電腦及週邊設備業,ESVUFR,,3712,永崴投控,股票
642,TW0003714002,2021/01/06,上市,光電業,ESVUFR,,3714,富采,股票
643,TW0003715009,2022/08/25,上市,電子零組件業,ESVUFR,,3715,定穎投控,股票
644,TW0003716007,2024/09/02,上市,生技醫療業,ESVUFR,,3716,中化控股,股票
645,TW0004104005,2007/12/31,上市,生技醫療業,ESVUFR,,4104,佳醫,股票
646,TW0004106000,2004/11/08,上市,生技醫療業,ESVUFR,,4106,雃博,股票
647,TW0004108006,2008/07/16,上市,生技醫療業,ESVUFR,,4108,懷特,股票
648,TW0004119003,2004/01/07,上市,生技醫療業,ESVUFR,,4119,旭富,股票
649,TW0004133004,2009/12/28,上市,生技醫療業,ESVUFR,,4133,亞諾法,股票
650,KYG211641017,2013/11/27,上市,生技醫療業,ESVUFR,,4137,麗豐-KY,股票
651,TW0004142005,2012/05/03,上市,生技醫療業,ESVUFR,,4142,國光生,股票
652,KYG0232P1072,2017/06/08,上市,生技醫療業,ESVUFR,,4148,全宇生技-KY,股票
653,TW0004155007,2017/12/05,上市,生技醫療業,ESVUFR,,4155,訊映,股票
654,TW0004164009,2012/10/24,上市,生技醫療業,ESVUFR,,4164,承業醫,股票
655,KYG518761039,2015/10/21,上市,生技醫療業,ESVUFR,,4190,佐登-KY,股票
656,TW0004306006,2008/01/21,上市,塑膠工業,ESVUFR,,4306,炎洲,股票
657,TW0004414008,2004/09/06,上市,紡織纖維,ESVUFR,,4414,如興,股票
658,TW0004426002,2011/12/16,上市,紡織纖維,ESVUFR,,4426,利勤,股票
659,TW0004438007,2016/10/18,上市,紡織纖維,ESVUFR,,4438,廣越,股票
660,KYG9114F1037,2019/12/05,上市,紡織纖維,ESVUFR,,4439,冠星-KY,股票
661,TW0004440003,2021/10/25,上市,紡織纖維,ESVUFR,,4440,宜新實業,股票
662,TW0004526009,2003/09/15,上市,電機機械,ESVUFR,,4526,東台,股票
663,TW0004532007,2003/08/04,上市,電機機械,ESVUFR,,4532,瑞智,股票
664,TW0004536008,2013/10/09,上市,運動休閒,ESVUFR,,4536,拓凱,股票
665,TW0004540000,2018/08/15,上市,電機機械,ESVUFR,,4540,全球傳動,股票
666,TW0004545009,2016/01/06,上市,電子零組件業,ESVUFR,,4545,銘鈺,股票
667,TW0004551007,2015/08/10,上市,汽車工業,ESVUFR,,4551,智伸科,股票
668,KYG5479W1033,2016/07/20,上市,電機機械,ESVUFR,,4552,力達-KY,股票
669,TW0004555008,2015/10/27,上市,電機機械,ESVUFR,,4555,氣立,股票
670,KYG988461011,2015/10/12,上市,汽車工業,ESVUFR,,4557,永新-KY,股票
671,KYG853531039,2017/05/26,上市,電機機械,ESVUFR,,4560,強信-KY,股票
672,TW0004562004,2017/08/21,上市,電機機械,ESVUFR,,4562,穎漢,股票
673,TW0004564000,2019/03/07,上市,電機機械,ESVUFR,,4564,元翎,股票
674,TW0004566005,2018/02/05,上市,電機機械,ESVUFR,,4566,時碩工業,股票
675,KYG8192T1004,2023/07/31,上市,汽車工業,ESVUFR,,4569,六方科-KY,股票
676,KYG5258M1024,2019/09/17,上市,電機機械,ESVUFR,,4571,鈞興-KY,股票
677,TW0004572003,2019/09/10,上市,電機機械,ESVUFR,,4572,駐龍,股票
678,TW0004576004,2019/09/04,上市,電機機械,ESVUFR,,4576,大銀微系統,股票
679,KYG977291007,2020/03/09,上市,汽車工業,ESVUFR,,4581,光隆精密-KY,股票
680,TW0004583000,2022/05/09,上市,電機機械,ESVUFR,,4583,台灣精銳,股票
681,TW0004588009,2024/01/29,上市,其他電子業,ESVUFR,,4588,玖鼎電力,股票
682,TW0004720008,2015/06/24,上市,化學工業,ESVUFR,,4720,德淵,股票
683,TW0004722004,2012/08/15,上市,化學工業,ESVUFR,,4722,國精化,股票
684,TW0004736004,2023/12/22,上市,生技醫療業,ESVUFR,,4736,泰博,股票
685,TW0004737002,2010/12/23,上市,生技醫療業,ESVUFR,,4737,華廣,股票
686,TW0004739008,2017/09/08,上市,化學工業,ESVUFR,,4739,康普,股票
687,TW0004746003,2011/03/01,上市,生技醫療業,ESVUFR,,4746,台耀,股票
688,TW0004755004,2013/11/27,上市,化學工業,ESVUFR,,4755,三福化,股票
689,KYG5138S1057,2015/11/09,上市,化學工業,ESVUFR,,4763,材料*-KY,股票
690,TW0004764006,2018/01/04,上市,化學工業,ESVUFR,,4764,雙鍵,股票
691,TW0004766001,2018/11/28,上市,化學工業,ESVUFR,,4766,南寶,股票
692,TW0004770003,2021/12/22,上市,化學工業,ESVUFR,,4770,上品,股票
693,TW0004771001,2024/03/18,上市,生技醫療業,ESVUFR,,4771,望隼,股票
694,KYG7473R1065,2017/06/26,上市,貿易百貨業,ESVUFR,,4807,日成-KY,股票
695,TW0004904008,2005/08/24,上市,通信網路業,ESVUFR,,4904,遠傳,股票
696,TW0004906003,2003/06/30,上市,通信網路業,ESVUFR,,4906,正文,股票
697,KYG545091079,2015/05/21,上市,電子零組件業,ESVUFR,,4912,聯德控股-KY,股票
698,TW0004915004,2012/10/05,上市,電子零組件業,ESVUFR,,4915,致伸,股票
699,TW0004916002,2013/11/21,上市,電腦及週邊設備業,ESVUFR,,4916,事欣科,股票
700,TW0004919006,2010/09/27,上市,半導體業,ESVUFR,,4919,新唐,股票
701,KYG0407M1033,2015/09/08,上市,電子零組件業,ESVUFR,,4927,泰鼎-KY,股票
702,TW0004930003,2010/06/21,上市,電器電纜,ESVUFR,,4930,燦星網,股票
703,TW0004934005,2010/03/10,上市,光電業,ESVUFR,,4934,太極,股票
704,KYG3931M1024,2011/07/28,上市,光電業,ESVUFR,,4935,茂林-KY,股票
705,TW0004938006,2010/06/24,上市,電腦及週邊設備業,ESVUFR,,4938,和碩,股票
706,TW0004942008,2011/06/27,上市,光電業,ESVUFR,,4942,嘉彰,股票
707,KYG2346M1033,2016/11/11,上市,電子零組件業,ESVUFR,,4943,康控-KY,股票
708,TW0004949003,2024/05/09,上市,光電業,ESVUFR,,4949,有成精密,股票
709,TW0004952007,2011/11/01,上市,半導體業,ESVUFR,,4952,凌通,股票
710,TW0004956008,2011/10/24,上市,光電業,ESVUFR,,4956,光鋐,股票
711,KYG989221000,2011/12/26,上市,電子零組件業,ESVUFR,,4958,臻鼎-KY,股票
712,TW0004960000,2011/10/24,上市,光電業,ESVUFR,,4960,誠美材,股票
713,TW0004961008,2018/10/17,上市,半導體業,ESVUFR,,4961,天鈺,股票
714,TW0004967005,2019/01/14,上市,半導體業,ESVUFR,,4967,十銓,股票
715,TW0004968003,2015/11/13,上市,半導體業,ESVUFR,,4968,立積,股票
716,TW0004976006,2012/11/20,上市,光電業,ESVUFR,,4976,佳凌,股票
717,KYG6956N1034,2013/11/20,上市,通信網路業,ESVUFR,,4977,眾達-KY,股票
718,TW0004989009,2018/06/28,上市,電子零組件業,ESVUFR,,4989,榮科,股票
719,TW0004994009,2013/12/25,上市,資訊服務業,ESVUFR,,4994,傳奇,股票
720,TW0004999008,2013/06/03,上市,電子零組件業,ESVUFR,,4999,鑫禾,股票
721,TW0005007009,2011/09/16,上市,鋼鐵工業,ESVUFR,,5007,三星,股票
722,TW0005203004,2004/09/27,上市,資訊服務業,ESVUFR,,5203,訊連,股票
723,KYG530791022,2011/12/26,上市,電腦及週邊設備業,ESVUFR,,5215,科嘉-KY,股票
724,TW0005222004,2021/10/25,上市,半導體業,ESVUFR,,5222,全訊,股票
725,KYG291021031,2012/11/05,上市,其他電子業,ESVUFR,,5225,東科-KY,股票
726,TW0005234009,2012/07/16,上市,光電業,ESVUFR,,5234,達興材料,股票
727,KYG312361051,2013/11/25,上市,光電業,ESVUFR,,5243,乙盛-KY,股票
728,TW0005244008,2022/01/19,上市,光電業,ESVUFR,,5244,弘凱,股票
729,TW0005258008,2016/12/30,上市,電腦及週邊設備業,ESVUFR,,5258,虹堡,股票
730,TW0005269005,2012/12/12,上市,半導體業,ESVUFR,,5269,祥碩,股票
731,TW0005283006,2019/05/24,上市,電器電纜,ESVUFR,,5283,禾聯碩,股票
732,KYG521131006,2017/03/09,上市,其他業,ESVUFR,,5284,jpp-KY,股票
733,TW0005285001,2014/02/25,上市,半導體業,ESVUFR,,5285,界霖,股票
734,KYG314551014,2014/09/25,上市,電機機械,ESVUFR,,5288,豐祥-KY,股票
735,TW0005292007,2020/01/07,上市,綠能環保,ESVUFR,,5292,華懋,股票
736,TW0005306005,2022/03/08,上市,運動休閒,ESVUFR,,5306,桂盟,股票
737,TW0005388003,2007/12/03,上市,通信網路業,ESVUFR,,5388,中磊,股票
738,TW0005434005,2003/08/25,上市,電子通路業,ESVUFR,,5434,崇越,股票
739,TW0005469001,2003/08/25,上市,電子零組件業,ESVUFR,,5469,瀚宇博,股票
740,TW0005471007,2003/08/25,上市,半導體業,ESVUFR,,5471,松翰,股票
741,TW0005484000,2003/08/25,上市,光電業,ESVUFR,,5484,慧友,股票
742,TW0005515001,2003/10/06,上市,建材營造業,ESVUFR,,5515,建國,股票
743,TW0005519003,2014/02/10,上市,建材營造業,ESVUFR,,5519,隆大,股票
744,TW0005521009,2012/12/18,上市,建材營造業,ESVUFR,,5521,工信,股票
745,TW0005522007,2007/08/06,上市,建材營造業,ESVUFR,,5522,遠雄,股票
746,TW0005525000,2004/11/26,上市,建材營造業,ESVUFR,,5525,順天,股票
747,TW0005531008,2005/01/31,上市,建材營造業,ESVUFR,,5531,鄉林,股票
748,TW0005533004,2008/04/30,上市,建材營造業,ESVUFR,,5533,皇鼎,股票
749,TW0005534002,2004/05/24,上市,建材營造業,ESVUFR,,5534,長虹,股票
750,KYG8919A1031,2013/12/16,上市,鋼鐵工業,ESVUFR,,5538,東明-KY,股票
751,KYG566541093,2020/05/20,上市,建材營造業,ESVUFR,,5546,永固-KY,股票
752,TW0005607006,2004/12/02,上市,航運業,ESVUFR,,5607,遠雄港,股票
753,TW0005608004,2003/08/25,上市,航運業,ESVUFR,,5608,四維航,股票
754,TW0005706006,2011/10/21,上市,觀光餐旅,ESVUFR,,5706,鳳凰,股票
755,KYG202881093,2011/12/13,上市,其他業,ESVUFR,,5871,中租-KY,股票
756,TW0005876007,2018/10/19,上市,金融保險業,ESVUFR,,5876,上海商銀,股票
757,TW0005880009,2011/12/01,上市,金融保險業,ESVUFR,,5880,合庫金,股票
758,KYG8661M1078,2011/10/24,上市,貿易百貨業,ESVUFR,,5906,台南-KY,股票
759,KYG4064G1029,2012/06/06,上市,貿易百貨業,ESVUFR,,5907,大洋-KY,股票
760,TW0006005002,2005/11/21,上市,金融保險業,ESVUFR,,6005,群益證,股票
761,TW0006024003,2017/10/16,上市,金融保險業,ESVUFR,,6024,群益期,股票
762,TW0006108004,2008/12/30,上市,電子零組件業,ESVUFR,,6108,競國,股票
763,TW0006112006,2003/08/04,上市,資訊服務業,ESVUFR,,6112,邁達特,股票
764,TW0006115009,2004/07/19,上市,電子零組件業,ESVUFR,,6115,鎰勝,股票
765,TW0006116007,2004/09/06,上市,光電業,ESVUFR,,6116,彩晶,股票
766,TW0006117005,2003/08/25,上市,電腦及週邊設備業,ESVUFR,,6117,迎廣,股票
767,TW0006120009,2006/09/13,上市,光電業,ESVUFR,,6120,達運,股票
768,TW0006128002,2003/06/16,上市,電腦及週邊設備業,ESVUFR,,6128,上福,股票
769,TW0006133002,2003/08/15,上市,電子零組件業,ESVUFR,,6133,金橋,股票
770,TW0006136005,2003/08/25,上市,通信網路業,ESVUFR,,6136,富爾特,股票
771,TW0006139009,2003/08/25,上市,其他電子業,ESVUFR,,6139,亞翔,股票
772,TW0006141005,2003/10/22,上市,電子零組件業,ESVUFR,,6141,柏承,股票
773,TW0006142003,2003/08/04,上市,通信網路業,ESVUFR,,6142,友勁,股票
774,TW0006152002,2009/12/08,上市,通信網路業,ESVUFR,,6152,百一,股票
775,TW0006153000,2008/01/21,上市,電子零組件業,ESVUFR,,6153,嘉聯益,股票
776,TW0006155005,2006/08/18,上市,電子零組件業,ESVUFR,,6155,鈞寶,股票
777,TW0006164007,2008/10/21,上市,光電業,ESVUFR,,6164,華興,股票
778,TW0006165004,2003/08/04,上市,數位雲端,ESVUFR,,6165,浪凡,股票
779,TW0006166002,2004/11/08,上市,電腦及週邊設備業,ESVUFR,,6166,凌華,股票
780,TW0006168008,2003/08/25,上市,光電業,ESVUFR,,6168,宏齊,股票
781,TW0006176001,2007/05/15,上市,光電業,ESVUFR,,6176,瑞儀,股票
782,TW0006177009,2013/08/01,上市,建材營造業,ESVUFR,,6177,達麗,股票
783,TW0006183007,2011/12/01,上市,資訊服務業,ESVUFR,,6183,關貿,股票
784,TW0006184005,2005/02/15,上市,其他業,ESVUFR,,6184,大豐電,股票
785,TW0006189004,2004/05/24,上市,電子通路業,ESVUFR,,6189,豐藝,股票
786,TW0006191000,2007/10/19,上市,電子零組件業,ESVUFR,,6191,精成科,股票
787,TW0006192008,2004/09/27,上市,其他電子業,ESVUFR,,6192,巨路,股票
788,TW0006196009,2004/05/24,上市,其他電子業,ESVUFR,,6196,帆宣,股票
789,TW0006197007,2004/11/08,上市,電子零組件業,ESVUFR,,6197,佳必琪,股票
790,TW0006201007,2004/09/27,上市,其他電子業,ESVUFR,,6201,亞弘電,股票
791,TW0006202005,2004/09/27,上市,半導體業,ESVUFR,,6202,盛群,股票
792,TW0006205008,2008/01/21,上市,電子零組件業,ESVUFR,,6205,詮欣,股票
793,TW0006206006,2004/08/03,上市,電腦及週邊設備業,ESVUFR,,6206,飛捷,股票
794,TW0006209000,2004/11/08,上市,光電業,ESVUFR,,6209,今國光,股票
795,TW0006213002,2008/01/21,上市,電子零組件業,ESVUFR,,6213,聯茂,股票
796,TW0006214000,2010/12/30,上市,資訊服務業,ESVUFR,,6214,精誠,股票
797,TW0006215007,2007/12/31,上市,其他電子業,ESVUFR,,6215,和椿,股票
798,TW0006216005,2004/09/27,上市,通信網路業,ESVUFR,,6216,居易,股票
799,TW0006224009,2009/09/17,上市,電子零組件業,ESVUFR,,6224,聚鼎,股票
800,TW0006225006,2004/09/27,上市,光電業,ESVUFR,,6225,天瀚,股票
801,TW0006226004,2008/11/10,上市,光電業,ESVUFR,,6226,光鼎,股票
802,TW0006230006,2010/09/16,上市,電腦及週邊設備業,ESVUFR,,6230,尼得科超眾,股票
803,TW0006235005,2004/08/23,上市,電腦及週邊設備業,ESVUFR,,6235,華孚,股票
804,TW0006239007,2004/11/08,上市,半導體業,ESVUFR,,6239,力成,股票
805,TW0006243009,2009/12/17,上市,半導體業,ESVUFR,,6243,迅杰,股票
806,TW0006257009,2003/08/25,上市,半導體業,ESVUFR,,6257,矽格,股票
807,TW0006269004,2003/09/23,上市,電子零組件業,ESVUFR,,6269,台郡,股票
808,TW0006271000,2007/11/16,上市,半導體業,ESVUFR,,6271,同欣電,股票
809,TW0006277007,2003/10/30,上市,電腦及週邊設備業,ESVUFR,,6277,宏正,股票
810,TW0006278005,2010/08/24,上市,光電業,ESVUFR,,6278,台表科,股票
811,TW0006281009,2005/12/08,上市,電子通路業,ESVUFR,,6281,全國電,股票
812,TW0006282007,2003/09/08,上市,電子零組件業,ESVUFR,,6282,康舒,股票
813,TW0006283005,2008/01/21,上市,其他電子業,ESVUFR,,6283,淳安,股票
814,TW0006285000,2003/09/22,上市,通信網路業,ESVUFR,,6285,啟碁,股票
815,TW0006288004,2018/05/09,上市,汽車工業,ESVUFR,,6288,聯嘉,股票
816,TW0006405004,2013/11/28,上市,光電業,ESVUFR,,6405,悅城,股票
817,TW0006409006,2014/03/31,上市,其他電子業,ESVUFR,,6409,旭隼,股票
818,TW0006412000,2013/11/08,上市,電子零組件業,ESVUFR,,6412,群電,股票
819,TW0006414006,2014/03/28,上市,電腦及週邊設備業,ESVUFR,,6414,樺漢,股票
820,KYG8190F1028,2013/12/12,上市,半導體業,ESVUFR,,6415,矽力*-KY,股票
821,TW0006416001,2018/04/16,上市,通信網路業,ESVUFR,,6416,瑞祺電通,股票
822,TW0006426000,2021/03/24,上市,通信網路業,ESVUFR,,6426,統新,股票
823,KYG532651075,2014/12/04,上市,生技醫療業,ESVUFR,,6431,光麗-KY,股票
824,TW0006438005,2021/01/19,上市,其他電子業,ESVUFR,,6438,迅得,股票
825,TW0006442007,2015/07/14,上市,通信網路業,ESVUFR,,6442,光聖,股票
826,TW0006443005,2015/10/01,上市,光電業,ESVUFR,,6443,元晶,股票
827,TW0006446008,2024/01/25,上市,生技醫療業,ESVUFR,,6446,藥華藥,股票
828,TW0006449002,2014/12/09,上市,電子零組件業,ESVUFR,,6449,鈺邦,股票
829,KYG811801045,2015/01/26,上市,半導體業,ESVUFR,,6451,訊芯-KY,股票
830,KYG3808R1011,2015/06/12,上市,光電業,ESVUFR,,6456,GIS-KY,股票
831,TW0006464001,2015/12/16,上市,其他業,ESVUFR,,6464,台數科,股票
832,TW0006472004,2023/12/19,上市,生技醫療業,ESVUFR,,6472,保瑞,股票
833,TW0006477003,2016/06/21,上市,光電業,ESVUFR,,6477,安集,股票
834,TW0006491004,2019/10/07,上市,生技醫療業,ESVUFR,,6491,晶碩,股票
835,TW0006504004,2013/05/07,上市,其他業,ESVUFR,,6504,南六,股票
836,TW0006505001,2003/12/26,上市,油電燃氣業,ESVUFR,,6505,台塑化,股票
837,TW0006515000,2021/01/20,上市,半導體業,ESVUFR,,6515,穎崴,股票
838,KYG3790U1040,2016/04/12,上市,半導體業,ESVUFR,,6525,捷敏-KY,股票
839,TW0006526007,2023/10/19,上市,半導體業,ESVUFR,,6526,達發,股票
840,TW0006531007,2016/05/31,上市,半導體業,ESVUFR,,6531,愛普*,股票
841,TW0006533003,2017/03/14,上市,半導體業,ESVUFR,,6533,晶心科,股票
842,KYG8676P1037,2017/10/26,上市,生技醫療業,ESVUFR,,6541,泰福-KY,股票
843,KYG7171A1085,2022/06/06,上市,生技醫療業,ESVUFR,,6550,北極星藥業-KY,股票
844,TW0006552003,2017/01/10,上市,半導體業,ESVUFR,,6552,易華電,股票
845,TW0006558000,2018/12/05,上市,其他電子業,ESVUFR,,6558,興能高,股票
846,KYG4712A1013,2017/09/26,上市,半導體業,ESVUFR,,6573,虹揚-KY,股票
847,TW0006579006,2017/08/21,上市,電腦及週邊設備業,ESVUFR,,6579,研揚,股票
848,TW0006581002,2018/01/30,上市,綠能環保,ESVUFR,,6581,鋼聯,股票
849,TW0006582000,2017/06/14,上市,橡膠工業,ESVUFR,,6582,申豐,股票
850,TW0006585003,2022/05/20,上市,其他業,ESVUFR,,6585,鼎基,股票
851,TW0006589005,2025/07/21,上市,生技醫療業,ESVUFR,,6589,台康生技,股票
852,KYG8587R1074,2017/12/28,上市,電腦及週邊設備業,ESVUFR,,6591,動力-KY,股票
853,TW0006592009,2019/12/09,上市,其他業,ESVUFR,,6592,和潤企業,股票
854,KYG0488D1051,2020/06/09,上市,生技醫療業,ESVUFR,,6598,ABC-KY,股票
855,TW0006605009,2004/03/17,上市,汽車工業,ESVUFR,,6605,帝寶,股票
856,TW0006606007,2023/03/24,上市,電機機械,ESVUFR,,6606,建德工業,股票
857,TW0006625007,2018/02/07,上市,其他業,ESVUFR,,6625,必應,股票
858,KYG416551045,2018/09/21,上市,綠能環保,ESVUFR,,6641,基士德-KY,股票
859,TW0006655004,2018/11/28,上市,其他業,ESVUFR,,6655,科定,股票
860,TW0006657000,2023/06/12,上市,生技醫療業,ESVUFR,,6657,華安,股票
861,TW0006658008,2023/11/02,上市,其他電子業,ESVUFR,,6658,聯策,股票
862,KYG569831020,2018/11/19,上市,生技醫療業,ESVUFR,,6666,羅麗芬-KY,股票
863,TW0006668007,2018/12/12,上市,光電業,ESVUFR,,6668,中揚光,股票
864,TW0006669005,2019/03/27,上市,電腦及週邊設備業,ESVUFR,,6669,緯穎,股票
865,TW0006670003,2018/12/18,上市,運動休閒,ESVUFR,,6670,復盛應用,股票
866,KYG7806W1033,2018/12/11,上市,居家生活,ESVUFR,,6671,三能-KY,股票
867,KYG9353A1040,2019/04/17,上市,電子零組件業,ESVUFR,,6672,騰輝電子-KY,股票
868,TW0006674005,2018/11/28,上市,通信網路業,ESVUFR,,6674,鋐寶科技,股票
869,TW0006689003,2022/09/13,上市,數位雲端,ESVUFR,,6689,伊雲谷,股票
870,TW0006691009,2022/01/03,上市,其他電子業,ESVUFR,,6691,洋基工程,股票
871,TW0006695000,2022/11/04,上市,半導體業,ESVUFR,,6695,芯鼎,股票
872,TW0006698004,2019/11/25,上市,其他電子業,ESVUFR,,6698,旭暉應材,股票
873,TW0006706005,2019/12/19,上市,光電業,ESVUFR,,6706,惠特,股票
874,TW0006715006,2019/12/12,上市,電子零組件業,ESVUFR,,6715,嘉基,股票
875,TW0006719008,2022/01/13,上市,半導體業,ESVUFR,,6719,力智,股票
876,TW0006742000,2023/12/05,上市,光電業,ESVUFR,,6742,澤米,股票
877,TW0006743008,2020/12/14,上市,其他電子業,ESVUFR,,6743,安普新,股票
878,TW0006753007,2023/03/10,上市,航運業,ESVUFR,,6753,龍德造船,股票
879,TW0006754005,2020/08/25,上市,居家生活,ESVUFR,,6754,匯僑設計,股票
880,TW0006756000,2020/12/24,上市,半導體業,ESVUFR,,6756,威鋒電子,股票
881,TW0006757008,2024/11/29,上市,航運業,ESVUFR,,6757,台灣虎航,股票
882,KYG8368S1003,2021/04/22,上市,運動休閒,ESVUFR,,6768,志強-KY,股票
883,TW0006770001,2021/12/06,上市,半導體業,ESVUFR,,6770,力積電,股票
884,TW0006776008,2021/03/31,上市,電子通路業,ESVUFR,,6776,展碁國際,股票
885,KYG0097V1086,2021/03/22,上市,電子零組件業,ESVUFR,,6781,AES-KY,股票
886,TW0006782006,2022/11/28,上市,生技醫療業,ESVUFR,,6782,視陽,股票
887,TW0006789001,2022/06/30,上市,半導體業,ESVUFR,,6789,采鈺,股票
888,TW0006790009,2021/09/29,上市,造紙工業,ESVUFR,,6790,永豐實,股票
889,TW0006792005,2021/12/08,上市,通信網路業,ESVUFR,,6792,詠業,股票
890,TW0006796006,2022/06/01,上市,生技醫療業,ESVUFR,,6796,晉弘,股票
891,TW0006799000,2022/05/12,上市,半導體業,ESVUFR,,6799,來頡,股票
892,TW0006805005,2023/11/09,上市,電子零組件業,ESVUFR,,6805,富世達,股票
893,TW0006806003,2021/11/15,上市,綠能環保,ESVUFR,,6806,森崴能源,股票
894,KYG3425A1013,2022/04/25,上市,居家生活,ESVUFR,,6807,峰源-KY,股票
895,TW0006830003,2022/08/31,上市,其他電子業,ESVUFR,,6830,汎銓,股票
896,TW0006834005,2022/09/01,上市,電子零組件業,ESVUFR,,6834,天二科技,股票
897,TW0006835002,2022/11/10,上市,電子零組件業,ESVUFR,,6835,圓裕,股票
898,TW0006838006,2024/08/13,上市,生技醫療業,ESVUFR,,6838,台新藥,股票
899,TW0006861008,2023/03/27,上市,生技醫療業,ESVUFR,,6861,睿生光電,股票
900,KYG9066C1087,2024/10/23,上市,電子零組件業,ESVUFR,,6862,三集瑞-KY,股票
901,KYG0478A1031,2023/03/21,上市,通信網路業,ESVUFR,,6863,永道-KY,股票
